text,source,lang
"Israel, Egypt exchange prisoners in major boost to ties (AFP) AFP - A major thorn in the side of Israeli-Egyptian relations was removed after Cairo freed an Israeli Druze jailed seven years ago for spying and the Jewish state released six Egyptian students.",ag_news:world,en
"GM Europe to Slash 12,000 Jobs by 2006 RUESSELSHEIM, Germany - General Motors Europe announced Thursday that it plans to cut 12,000 jobs on the continent by the end of 2006 in a plan aimed at saving \$617 million per year. The company said that 90 percent of the cuts would be made in 2005...",ag_news:world,en
Sarkozy defends French backing for Alstom CBI director general Digby Jones yesterday clashed with French finance minister Nicolas Sarkozy over the state-backed rescue of one of France #39;s biggest industrial companies.,ag_news:world,en
"Phelps Dominates 200 IM for Fourth Gold ATHENS, Greece - American Michael Phelps won his fourth gold medal of the Olympics in the 200-meter individual medley Thursday night, leading the entire race. Phelps finished in an Olympic-record time of 1 minute, 57.14 seconds, lowering his own mark of 1:58.52 set in the semifinals one night earlier...",ag_news:world,en
New York bans rally against Bush New York bans a huge rally against President Bush before the Republican Convention on environmental grounds.,ag_news:world,en
"Report: N.Korea Says Explosion Was Planned SEOUL, South Korea - North Korea said Monday that the large explosion near its border with China several days ago was a ""deliberate detonation of a mountain"" as part of a hydroelectric project, the BBC reported. The reclusive communist regime responded to a request for information from British Foreign Office minister Bill Rammell, who is visiting Pyongyang, the British Broadcasting Corp...",ag_news:world,en
"Iran wants centrifuges exempted from uranium enrichment freeze &lt;b&gt;...&lt;/b&gt; Iran insisted Thursday it had a right to exempt some equipment from an agreement with the European Union committing it to freeze all parts of a program that can make nuclear weapons-grade uranium, a move that diplomats said",ag_news:world,en
"At least 13 reported killed in Kashmir violence SRINAGAR, India -- As the home minister visited the Indian portion of Kashmir, suspected Islamic militants exploded a bomb and fought gun battles with government forces yesterday, killing at least 13 militants and soldiers.",ag_news:world,en
"Vote Audit Confirms Chavez Recall Win Fair-Official CARACAS, Venezuela (Reuters) - An audit done by international observers has confirmed that President Hugo Chavez beat a recall referendum and that the vote was fair, an electoral council official said on Saturday.",ag_news:world,en
US pressures Indonesian over mine pollution arrests The United States has stepped up its diplomatic response to Indonesia #39;s arrest of five executives of the American mining company Newmont for alleged pollution in the province of Sulawesi.,ag_news:world,en
Italian Hostages Released in Iraq Italian Prime Minister Silvio Berlusconi confirmed on Tuesday that two female Italian aid workers who had been taken hostage in Iraq had been released and turned over to the Italian Red Cross.,ag_news:world,en
Iraqi Government #39;s Peace Talks With Falluja Break Off The chief negotiator for the city of Falluja said Monday that he had called off peace talks with the Iraqi government on the orders of guerrillas who control,ag_news:world,en
"Foreign News Agencies Jump on Announcement of Possible NK &lt;b&gt;...&lt;/b&gt; Immediately after the announcement that portions of the wire fence along the DMZ were cut, foreign broadcasters and newspapers linked it to a possible North Korean spy infiltration and reported South Koreas strengthened security measures.",ag_news:world,en
"Jerusalem Suicide Bomber Kills Two, Injures 14 (Update1) At least two bystanders were killed and 14 injured in an explosion set off by a female suicide bomber at an intersection in northern Jerusalem, police said.",ag_news:world,en
"Thatcher 'planned to leave home' Mark Thatcher planned to leave South Africa, say investigators into his alleged involvement in a coup plot.",ag_news:world,en
"Toll is 12 dead in latest spasm of violence in Haiti PORT-AU-PRINCE, Haiti -- United Nations peacekeepers patrolled the streets of Haiti's capital as gunfire rang out yesterday, a day after a prison riot and shootouts killed a dozen people and left scores injured during a visit by Secretary of State Colin Powell.",ag_news:world,en
"Republicans Might Be Yankees of Politics (AP) AP - Republicans hold their convention next week in New York, home to the GOP-like Yankees. The Democrats chose Boston, whose Red Sox resemble that party.",ag_news:world,en
"U.S. Gymnasts Win 3 Medals; Hamm Angry ATHENS, Greece - Three got medals, and Paul Hamm got mad. The United States upped its gymnastics medal haul to seven Sunday night, the most since the Americans won 16 at the boycotted Los Angeles Games in 1984...",ag_news:world,en
19-year-old woman found dead in dorm room at McGill University (Canadian Press) Canadian Press - MONTREAL (CP) - A McGill University student has been found dead in her dormitory room and police are calling the death suspicious.,ag_news:world,en
"Court: certificates used to detain suspected terrorists are constitutional (Canadian Press) Canadian Press - OTTAWA (CP) - Security certificates used to detain suspected terrorists like Adil Charkaoui are constitutional, the Federal Court of Appeal ruled Friday.",ag_news:world,en
"Israel air strikes hit Gaza camp A Palestinian man has been killed and six others have been injured in the latest violence in the Gaza Strip. The man - a schoolteacher - died on his way to work after an Israeli missile blew apart a home in the Jabaliya camp, Palestinian witnesses said.",ag_news:world,en
"Nuclear Chief Pressures Iran, N. Korea UN nuclear chief Mohamed ElBaradei urged Iran on Monday to suspend uranium enrichment and called on North Korea to dismantle its weapons program or at least allow inspectors to ensure it is quot;exclusively peaceful.",ag_news:world,en
Two killed in Afghan protest Two people were reported killed in a protest over Afghan President Karzai #39;s decision to replace a powerful provincial governor.,ag_news:world,en
"U.N. Tells Iran to Suspend Nuke Program VIENNA, Austria - A 35-nation meeting of the U.N. atomic watchdog agency on Saturday demanded that Iran suspend all aspects of uranium enrichment, setting an indirect November deadline for Tehran to heed its conditions...",ag_news:world,en
"U.S. Frees 11 Afghan Prisoners at Karzai's Request KABUL (Reuters) - The United States has released 11 Afghans held at Guantanamo Bay in Cuba on suspicion of Taliban links after a request from President Hamid Karzai, an Afghan official said on Wednesday.",ag_news:world,en
Pakistan al-Qaeda suspect killed Pakistan says al-Qaeda suffers a major blow as the country's most wanted terror suspect is shot dead.,ag_news:world,en
"Sudan Asks U.N. to Verify Darfur Refugee Returns (Reuters) Reuters - Sudan has asked the United Nations to\help verify reports that 190,000 refugees from the conflict-hit\western Darfur region have voluntarily returned to their homes,\the U.N. refugee agency chief said on Tuesday.",ag_news:world,en
"9/13/04 - TERRORIST BOMBING IN INDONESIA Terrorists set off a bomb at the Australian embassy in Jakarta, Indonesia. At least nine people were killed and one-hundred-eighty wounded.",ag_news:world,en
"Hostage crisis: KGL halts work in Iraq Dubai: The Kuwaiti firm which has seven truck drivers held hostage in Iraq has decided to halt operations in the troubled country, bowing to the kidnappers #39; condition for their release, it said Friday.",ag_news:world,en
"US Army Deserter, Family Arrive In Wife #39;s Japanese Hometown SADO. Japan -- A North Carolina man who deserted the US Army for North Korea nearly 40 years ago says today is the first day of the last chapter of his life.",ag_news:world,en
"Yangon assures turning off NE terror tap NEW DELHI, OCTOBER 25: Stopping short of a commitment on joint operations to weed out North-East insurgent camps from its territory, Myanmar today indicated it was more in favour of a co-ordinated approach through which specific information",ag_news:world,en
